"Time","controller","gateway","kvm1","kvm2","storage"
2020-06-13 00:07:45,7.327816463045156,1.556543716081693,1.395734339279564,1.5438925350370947,3.3127772076223305
2020-06-13 00:07:50,7.327635953171141,1.556543716081693,1.395655620881464,1.543726158872627,3.3127772076223305
2020-06-13 00:07:55,7.327635953171141,1.556489236680425,1.395655620881464,1.543726158872627,3.3124519283871057
2020-06-13 00:08:00,7.327544839131884,1.556489236680425,1.395516824273213,1.5435718056508674,3.3124519283871057
2020-06-13 00:08:05,7.327544839131884,1.5564660839652356,1.395516824273213,1.5435718056508674,3.312181377379775
2020-06-13 00:08:10,7.327287564088747,1.5564660839652356,1.3954018183114258,1.543409667546003,3.312181377379775
2020-06-13 00:08:15,7.327287564088747,1.5564031891729058,1.3954018183114258,1.543409667546003,3.312978409829792
2020-06-13 00:08:20,7.3271767319003756,1.5564031891729058,1.3952631066540655,1.5432549810286522,3.312978409829792
2020-06-13 00:08:25,7.3271767319003756,1.5565226376700991,1.3952631066540655,1.5432549810286522,3.3126529879473954
2020-06-13 00:08:30,7.326874992615551,1.5565226376700991,1.3951404330920347,1.5431367929643058,3.3126529879473954
2020-06-13 00:08:35,7.326874992615551,1.556476019653208,1.3951404330920347,1.5431367929643058,3.3123512208311
2020-06-13 00:08:40,7.326660967915954,1.556476019653208,1.3950097191770983,1.543058846408063,3.3123512208311
2020-06-13 00:08:45,7.326660967915954,1.5563579012911277,1.3950097191770983,1.543058846408063,3.312129016764398
2020-06-13 00:08:50,7.326491497642563,1.5563579012911277,1.3949270689905369,1.5429007773692716,3.312129016764398
2020-06-13 00:08:55,7.326491497642563,1.5562560808011883,1.3949270689905369,1.5429007773692716,3.311772315653294
2020-06-13 00:09:00,7.326201870326987,1.5562560808011883,1.3947765461934991,1.542770434981966,3.311772315653294
2020-06-13 00:09:05,7.326201870326987,1.556185325098669,1.3947765461934991,1.542770434981966,3.3114785904641675
2020-06-13 00:09:10,7.326044575147616,1.556185325098669,1.394666226115182,1.5426039558588456,3.3114785904641675
2020-06-13 00:09:15,7.326044575147616,1.5561540563208465,1.394666226115182,1.5426039558588456,3.312317214075766
2020-06-13 00:09:20,7.325839437255876,1.5561540563208465,1.3945235878227602,1.5424460968788134,3.312317214075766
2020-06-13 00:09:25,7.325839437255876,1.5561074094967986,1.3945235878227602,1.5424460968788134,3.3120077184832786
2020-06-13 00:09:30,7.325597053558541,1.5561074094967986,1.3943968617852964,1.542299746767961,3.3120077184832786
2020-06-13 00:09:35,7.325597053558541,1.5560452683016646,1.3943968617852964,1.542299746767961,3.3117063412817282
2020-06-13 00:09:40,7.325382655268065,1.5560452683016646,1.3942665035964308,1.5421780859458223,3.3117063412817282
