"Time","controller","gateway","kvm1","kvm2","storage"
2020-06-11 16:12:00,29.6238848509378,8.977868132533773,5.451075138922445,5.404386988311504,6.352689793563481
2020-06-11 16:12:05,29.6238848509378,8.963283243415843,5.44055281656618,5.393054007650832,6.352689793563481
2020-06-11 16:12:10,29.578501726322305,8.963283243415843,5.44055281656618,5.393054007650832,6.343642719043907
2020-06-11 16:12:15,29.578501726322305,8.948522235999079,5.429586811833953,5.384019943218565,6.343642719043907
2020-06-11 16:12:20,29.53728371417649,8.948522235999079,5.429586811833953,5.384019943218565,6.345914558274579
2020-06-11 16:12:25,29.53728371417649,8.933609903834029,5.419266316928251,5.372662912617631,6.345914558274579
2020-06-11 16:12:30,29.490125681889822,8.933609903834029,5.419266316928251,5.372662912617631,6.335311324297244
2020-06-11 16:12:35,29.490125681889822,8.918573629429227,5.4101914912965015,5.36118880198676,6.335311324297244
2020-06-11 16:12:40,29.4480987132706,8.918573629429227,5.4101914912965015,5.36118880198676,6.324118216915542
2020-06-11 16:12:45,29.4480987132706,8.906654064768505,5.399633777463708,5.349530506346634,6.324118216915542
2020-06-11 16:12:50,29.4052913550266,8.906654064768505,5.399633777463708,5.349530506346634,6.313669619615869
2020-06-11 16:12:55,29.4052913550266,8.89289036718971,5.388981246397662,5.337570275051973,6.313669619615869
2020-06-11 16:13:00,29.358062300271783,8.89289036718971,5.388981246397662,5.337570275051973,6.303151635188309
2020-06-11 16:13:05,29.358062300271783,8.879032431336686,5.378423813285971,5.326542320497641,6.303151635188309
2020-06-11 16:13:10,29.3119866895341,8.879032431336686,5.378423813285971,5.326542320497641,6.294556232364079
2020-06-11 16:13:15,29.3119866895341,8.864548240825087,5.367791119818799,5.317462198416834,6.294556232364079
2020-06-11 16:13:20,29.2675241409898,8.864548240825087,5.367791119818799,5.317462198416834,6.29808567315806
2020-06-11 16:13:25,29.2675241409898,8.85050635350092,5.356859907151856,5.30686893668737,6.29808567315806
2020-06-11 16:13:30,29.22123140034094,8.85050635350092,5.356859907151856,5.30686893668737,6.288378278955264
2020-06-11 16:13:35,29.22123140034094,8.836212902974083,5.345861867600998,5.296480728811604,6.288378278955264
2020-06-11 16:13:40,29.175849017301093,8.836212902974083,5.345861867600998,5.296480728811604,6.277760525473807
2020-06-11 16:13:45,29.175849017301093,8.823226679895956,5.336562906050501,5.285973496000396,6.277760525473807
2020-06-11 16:13:50,29.13106060695515,8.823226679895956,5.336562906050501,5.285973496000396,6.266869768904703
2020-06-11 16:13:55,29.13106060695515,8.809329877823025,5.326009356153827,5.275070496279721,6.266869768904703
2020-06-11 16:14:00,29.086505328905442,8.809329877823025,5.326009356153827,5.275070496279721,6.256278524110703
2020-06-11 16:14:05,29.086505328905442,8.795399784180102,5.315153417930308,5.263983921330706,6.256278524110703
2020-06-11 16:14:10,29.04226348655252,8.795399784180102,5.315153417930308,5.263983921330706,6.24736446794667
2020-06-11 16:14:15,29.04226348655252,8.781697005355193,5.305122562110876,5.254689245467336,6.24736446794667
2020-06-11 16:14:20,29.000752812493403,8.781697005355193,5.305122562110876,5.254689245467336,6.251303787422335
2020-06-11 16:14:25,29.000752812493403,8.769906290848173,5.294702731948608,5.24438838202137,6.251303787422335
2020-06-11 16:14:30,28.95599497406308,8.769906290848173,5.294702731948608,5.24438838202137,6.2404585699918025
2020-06-11 16:14:35,28.95599497406308,8.756467495522946,5.284539131183374,5.233908572053336,6.2404585699918025
2020-06-11 16:14:40,28.91456011280087,8.756467495522946,5.284539131183374,5.233908572053336,6.230011379810751
2020-06-11 16:14:45,28.91456011280087,8.743520227163504,5.2755892717033515,5.223141032930966,6.230011379810751
2020-06-11 16:14:50,28.877836095431853,8.743520227163504,5.2755892717033515,5.223141032930966,6.219850932827187
2020-06-11 16:14:55,28.877836095431853,8.729736583597381,5.265315433723538,5.212410865933337,6.219850932827187
2020-06-11 16:15:00,28.833728562083838,8.729736583597381,5.265315433723538,5.212410865933337,6.2093835303246525
2020-06-11 16:15:05,28.833728562083838,8.716269132320864,5.255100861889684,5.201353329090219,6.2093835303246525
2020-06-11 16:15:10,28.791166753608067,8.716269132320864,5.255100861889684,5.201353329090219,6.201160118200722
2020-06-11 16:15:15,28.791166753608067,8.70347312490023,5.246067553018586,5.192075205109559,6.201160118200722
2020-06-11 16:15:20,28.74746128899437,8.70347312490023,5.246067553018586,5.192075205109559,6.2047776627084605
2020-06-11 16:15:25,28.74746128899437,8.693799430732785,5.236246371544628,5.183311390774925,6.2047776627084605
2020-06-11 16:15:30,28.702583938775696,8.693799430732785,5.236246371544628,5.183311390774925,6.194631403548412
2020-06-11 16:15:35,28.702583938775696,8.681319280590705,5.22617378353134,5.173584741154413,6.194631403548412
2020-06-11 16:15:40,28.66108569829843,8.681319280590705,5.22617378353134,5.173584741154413,6.185075132352624
2020-06-11 16:15:45,28.66108569829843,8.669436236240236,5.217623259551996,5.163655592996852,6.185075132352624
2020-06-11 16:15:50,28.620874248140172,8.669436236240236,5.217623259551996,5.163655592996852,6.1756046663219095
2020-06-11 16:15:55,28.620874248140172,8.656544753917972,5.207884760143511,5.153903342328592,6.1756046663219095
2020-06-11 16:16:00,28.57774879281315,8.656544753917972,5.207884760143511,5.153903342328592,6.16594226668854
2020-06-11 16:16:05,28.57774879281315,8.644167236941902,5.197561114593419,5.143613724203311,6.16594226668854
2020-06-11 16:16:10,28.535847062900032,8.644167236941902,5.197561114593419,5.143613724203311,6.15727466643029
2020-06-11 16:16:15,28.535847062900032,8.632195037435352,5.187642989370456,5.133938975713292,6.15727466643029
